age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,deposit
age_25_or_above,job_management,marital_married,education_tertiary,default_no,65,housing_yes,loan_no,contact_unknown,month_may,524,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_tertiary,default_no,640,housing_no,loan_no,contact_cellular,month_jul,318,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,490,housing_no,loan_no,contact_cellular,month_sep,394,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1440,housing_no,loan_no,contact_cellular,month_aug,111,2,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_married,education_secondary,default_no,918,housing_yes,loan_no,contact_unknown,month_may,193,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,6507,housing_yes,loan_yes,contact_cellular,month_jan,134,1,196,1,poutcome_failure,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,4,housing_yes,loan_no,contact_unknown,month_jun,133,5,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_married,education_tertiary,default_no,2289,housing_yes,loan_yes,contact_cellular,month_nov,81,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,131,housing_no,loan_no,contact_unknown,month_jun,267,3,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_single,education_secondary,default_no,1852,housing_no,loan_no,contact_telephone,month_feb,371,1,204,3,poutcome_other,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,-749,housing_yes,loan_yes,contact_cellular,month_jul,82,4,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,719,housing_yes,loan_no,contact_cellular,month_feb,242,1,264,1,poutcome_failure,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,4613,housing_no,loan_no,contact_cellular,month_apr,320,1,134,2,poutcome_failure,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,664,housing_no,loan_no,contact_cellular,month_nov,188,2,121,2,poutcome_success,0
age_25_or_above,job_admin.,marital_single,education_tertiary,default_no,291,housing_no,loan_no,contact_telephone,month_jan,223,6,275,5,poutcome_other,0
age_25_or_above,job_student,marital_single,education_tertiary,default_no,24,housing_yes,loan_no,contact_cellular,month_feb,344,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,823,housing_yes,loan_no,contact_cellular,month_jan,137,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1235,housing_yes,loan_no,contact_cellular,month_jul,104,3,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,1195,housing_yes,loan_no,contact_unknown,month_may,516,9,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_unknown,default_no,21,housing_no,loan_no,contact_cellular,month_aug,323,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,363,housing_yes,loan_no,contact_cellular,month_aug,209,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,0,housing_no,loan_no,contact_unknown,month_jun,238,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_primary,default_no,0,housing_yes,loan_no,contact_cellular,month_jul,184,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,136,housing_yes,loan_no,contact_unknown,month_may,152,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,846,housing_yes,loan_no,contact_cellular,month_apr,758,2,-1,0,poutcome_unknown,0
age_below_25,job_student,marital_single,education_primary,default_no,0,housing_no,loan_no,contact_cellular,month_feb,143,5,91,8,poutcome_failure,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,505,housing_no,loan_no,contact_cellular,month_jul,773,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,3986,housing_yes,loan_no,contact_cellular,month_apr,345,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,11862,housing_no,loan_no,contact_telephone,month_may,281,5,101,1,poutcome_success,0
age_25_or_above,job_management,marital_married,education_primary,default_yes,145,housing_no,loan_yes,contact_unknown,month_jul,163,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,2037,housing_no,loan_no,contact_cellular,month_may,160,1,91,5,poutcome_success,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,441,housing_yes,loan_no,contact_cellular,month_feb,535,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,105,housing_yes,loan_no,contact_unknown,month_may,369,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,465,housing_yes,loan_no,contact_cellular,month_may,210,2,-1,0,poutcome_unknown,0
age_25_or_above,job_entrepreneur,marital_married,education_secondary,default_no,320,housing_yes,loan_yes,contact_cellular,month_feb,269,3,234,2,poutcome_other,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,-762,housing_yes,loan_yes,contact_unknown,month_may,408,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,316,housing_yes,loan_no,contact_cellular,month_jan,215,3,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_unknown,default_no,903,housing_no,loan_no,contact_cellular,month_jan,56,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,123,housing_yes,loan_no,contact_unknown,month_may,83,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,273,housing_yes,loan_no,contact_unknown,month_jun,1082,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,1345,housing_yes,loan_no,contact_unknown,month_may,231,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1027,housing_no,loan_no,contact_cellular,month_jul,59,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,1855,housing_yes,loan_no,contact_unknown,month_may,138,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_single,education_secondary,default_no,1315,housing_no,loan_no,contact_unknown,month_jun,23,12,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,59,housing_yes,loan_no,contact_cellular,month_jul,60,3,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,2682,housing_no,loan_no,contact_cellular,month_jul,103,8,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,2682,housing_yes,loan_no,contact_cellular,month_jul,156,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,3164,housing_yes,loan_no,contact_cellular,month_apr,329,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,342,housing_no,loan_yes,contact_cellular,month_nov,58,3,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_single,education_secondary,default_no,1742,housing_yes,loan_no,contact_cellular,month_jul,39,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,-106,housing_yes,loan_no,contact_unknown,month_may,95,1,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_single,education_unknown,default_no,67,housing_no,loan_no,contact_cellular,month_jan,330,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,430,housing_no,loan_no,contact_cellular,month_feb,450,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_primary,default_no,-234,housing_yes,loan_yes,contact_cellular,month_may,71,3,347,1,poutcome_failure,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,0,housing_yes,loan_no,contact_cellular,month_may,155,1,351,1,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,-206,housing_yes,loan_no,contact_unknown,month_may,177,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,656,housing_no,loan_yes,contact_unknown,month_jul,523,1,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,603,housing_no,loan_yes,contact_unknown,month_jun,79,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,1102,housing_yes,loan_no,contact_unknown,month_may,126,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_single,education_secondary,default_no,117,housing_no,loan_no,contact_cellular,month_jan,135,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,-13,housing_yes,loan_no,contact_cellular,month_may,512,3,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_tertiary,default_no,1993,housing_yes,loan_no,contact_cellular,month_may,102,5,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_divorced,education_unknown,default_no,5920,housing_yes,loan_no,contact_cellular,month_nov,96,1,121,1,poutcome_failure,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,881,housing_yes,loan_no,contact_unknown,month_may,67,5,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,0,housing_yes,loan_no,contact_cellular,month_jul,109,4,-1,0,poutcome_unknown,0
age_25_or_above,job_housemaid,marital_married,education_secondary,default_no,953,housing_no,loan_no,contact_cellular,month_jan,23,6,232,3,poutcome_other,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,781,housing_yes,loan_no,contact_cellular,month_feb,112,3,270,2,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_single,education_primary,default_no,1530,housing_yes,loan_no,contact_cellular,month_apr,8,3,315,1,poutcome_failure,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,2667,housing_yes,loan_no,contact_cellular,month_may,57,1,180,3,poutcome_failure,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,5310,housing_no,loan_no,contact_unknown,month_jun,74,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1468,housing_yes,loan_no,contact_unknown,month_may,136,1,-1,0,poutcome_unknown,0
age_25_or_above,job_unknown,marital_married,education_primary,default_no,0,housing_yes,loan_no,contact_cellular,month_jul,132,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,144,housing_no,loan_no,contact_cellular,month_feb,123,3,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,247,housing_no,loan_yes,contact_unknown,month_jun,66,6,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,258,housing_yes,loan_no,contact_unknown,month_may,130,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,595,housing_yes,loan_no,contact_cellular,month_nov,70,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_divorced,education_secondary,default_yes,259,housing_no,loan_no,contact_unknown,month_may,283,2,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_married,education_secondary,default_no,2408,housing_no,loan_no,contact_telephone,month_apr,327,2,140,1,poutcome_failure,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1356,housing_yes,loan_no,contact_cellular,month_aug,397,2,93,2,poutcome_failure,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,292,housing_yes,loan_no,contact_unknown,month_may,228,9,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,2384,housing_yes,loan_no,contact_cellular,month_apr,608,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,307,housing_yes,loan_no,contact_cellular,month_feb,216,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,292,housing_yes,loan_yes,contact_cellular,month_jul,164,6,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,3131,housing_yes,loan_no,contact_unknown,month_jun,441,3,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,0,housing_no,loan_no,contact_unknown,month_may,33,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,2258,housing_yes,loan_no,contact_cellular,month_jul,255,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1348,housing_no,loan_yes,contact_cellular,month_jul,120,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,741,housing_yes,loan_no,contact_cellular,month_apr,227,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_apr,176,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,741,housing_no,loan_no,contact_cellular,month_aug,63,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,521,housing_yes,loan_no,contact_cellular,month_nov,648,1,-1,0,poutcome_unknown,0
age_25_or_above,job_entrepreneur,marital_married,education_primary,default_no,5315,housing_yes,loan_yes,contact_cellular,month_may,262,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_secondary,default_no,1660,housing_no,loan_no,contact_cellular,month_nov,337,3,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_married,education_unknown,default_no,163,housing_yes,loan_no,contact_cellular,month_aug,44,1,100,3,poutcome_success,0
age_25_or_above,job_entrepreneur,marital_married,education_secondary,default_no,1163,housing_yes,loan_no,contact_unknown,month_may,284,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,122,housing_no,loan_no,contact_unknown,month_may,73,5,-1,0,poutcome_unknown,0
age_below_25,job_student,marital_single,education_unknown,default_no,1,housing_no,loan_no,contact_telephone,month_jun,263,4,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_primary,default_no,493,housing_no,loan_no,contact_cellular,month_oct,622,1,182,1,poutcome_failure,0
age_25_or_above,job_management,marital_married,education_unknown,default_no,0,housing_no,loan_no,contact_cellular,month_nov,99,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_unknown,default_no,715,housing_yes,loan_no,contact_cellular,month_apr,951,1,132,3,poutcome_failure,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,558,housing_yes,loan_no,contact_cellular,month_may,300,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,16992,housing_yes,loan_no,contact_unknown,month_may,58,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,179,housing_yes,loan_no,contact_cellular,month_nov,184,1,-1,0,poutcome_unknown,0
age_25_or_above,job_student,marital_single,education_unknown,default_no,198,housing_no,loan_no,contact_cellular,month_feb,161,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,152,housing_yes,loan_no,contact_cellular,month_apr,252,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,2805,housing_yes,loan_no,contact_cellular,month_may,173,6,353,23,poutcome_failure,0
age_25_or_above,job_services,marital_single,education_secondary,default_no,6332,housing_yes,loan_no,contact_telephone,month_may,149,1,343,4,poutcome_failure,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,2420,housing_yes,loan_no,contact_cellular,month_nov,166,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_secondary,default_no,580,housing_no,loan_no,contact_cellular,month_aug,67,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,259,housing_no,loan_no,contact_cellular,month_aug,316,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,-451,housing_yes,loan_yes,contact_cellular,month_jul,498,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,261,housing_no,loan_no,contact_cellular,month_aug,100,2,-1,0,poutcome_unknown,0
age_25_or_above,job_entrepreneur,marital_married,education_tertiary,default_no,323,housing_yes,loan_yes,contact_cellular,month_may,200,1,-1,0,poutcome_unknown,0
age_25_or_above,job_entrepreneur,marital_single,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_jan,643,1,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,235,housing_no,loan_no,contact_cellular,month_aug,88,4,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,526,housing_yes,loan_no,contact_cellular,month_feb,914,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,4366,housing_yes,loan_no,contact_unknown,month_may,173,3,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,0,housing_yes,loan_yes,contact_unknown,month_may,164,2,-1,0,poutcome_unknown,0
age_25_or_above,job_student,marital_married,education_secondary,default_no,833,housing_yes,loan_no,contact_telephone,month_nov,227,5,164,3,poutcome_other,0
age_25_or_above,job_retired,marital_married,education_primary,default_yes,-13,housing_no,loan_no,contact_cellular,month_aug,77,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,405,housing_no,loan_no,contact_cellular,month_apr,82,6,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,3517,housing_yes,loan_no,contact_unknown,month_may,445,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,699,housing_yes,loan_no,contact_unknown,month_may,544,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,943,housing_yes,loan_no,contact_unknown,month_may,242,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,794,housing_yes,loan_no,contact_cellular,month_may,38,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,503,housing_yes,loan_no,contact_unknown,month_may,120,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,-700,housing_yes,loan_no,contact_unknown,month_may,110,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,644,housing_no,loan_no,contact_cellular,month_aug,99,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_single,education_secondary,default_no,335,housing_no,loan_no,contact_telephone,month_jan,393,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,719,housing_yes,loan_no,contact_unknown,month_may,79,6,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,-195,housing_no,loan_yes,contact_cellular,month_nov,112,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,972,housing_no,loan_no,contact_cellular,month_nov,104,3,175,2,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,5050,housing_no,loan_yes,contact_unknown,month_jun,75,7,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,232,housing_no,loan_yes,contact_cellular,month_may,45,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_primary,default_no,2406,housing_yes,loan_yes,contact_cellular,month_apr,108,2,-1,0,poutcome_unknown,0
age_25_or_above,job_entrepreneur,marital_married,education_secondary,default_no,324,housing_yes,loan_no,contact_cellular,month_jul,528,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,168,housing_yes,loan_no,contact_cellular,month_apr,266,2,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,374,housing_no,loan_no,contact_cellular,month_aug,272,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_single,education_secondary,default_no,658,housing_no,loan_no,contact_cellular,month_may,100,1,-1,0,poutcome_unknown,0
age_below_25,job_admin.,marital_single,education_secondary,default_no,-1,housing_yes,loan_no,contact_unknown,month_may,136,1,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_single,education_secondary,default_no,280,housing_no,loan_no,contact_telephone,month_may,92,3,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_divorced,education_unknown,default_no,0,housing_no,loan_no,contact_cellular,month_aug,168,4,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_married,education_primary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,125,4,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,2064,housing_yes,loan_no,contact_unknown,month_may,165,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,128,housing_yes,loan_no,contact_unknown,month_may,273,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,0,housing_yes,loan_no,contact_cellular,month_jul,82,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,863,housing_yes,loan_no,contact_cellular,month_feb,146,1,263,5,poutcome_success,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,50,housing_no,loan_no,contact_cellular,month_aug,178,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_single,education_secondary,default_no,187,housing_yes,loan_no,contact_cellular,month_apr,168,3,326,1,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_yes,-614,housing_yes,loan_no,contact_unknown,month_may,118,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,841,housing_yes,loan_no,contact_unknown,month_may,158,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_divorced,education_secondary,default_no,206,housing_yes,loan_no,contact_cellular,month_may,78,1,365,1,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,984,housing_yes,loan_no,contact_telephone,month_apr,353,4,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,201,housing_no,loan_yes,contact_unknown,month_jun,148,4,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,585,housing_yes,loan_no,contact_telephone,month_apr,60,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,8514,housing_no,loan_no,contact_cellular,month_aug,131,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,728,housing_yes,loan_yes,contact_cellular,month_may,152,1,352,4,poutcome_failure,0
age_25_or_above,job_entrepreneur,marital_divorced,education_secondary,default_no,80,housing_yes,loan_no,contact_unknown,month_may,397,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,1246,housing_no,loan_no,contact_unknown,month_may,88,3,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,818,housing_no,loan_no,contact_cellular,month_aug,283,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_unknown,default_no,1815,housing_no,loan_no,contact_unknown,month_jun,387,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,0,housing_no,loan_no,contact_cellular,month_jul,351,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_divorced,education_secondary,default_no,210,housing_no,loan_yes,contact_unknown,month_may,111,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,71,housing_yes,loan_no,contact_cellular,month_jul,740,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,1869,housing_no,loan_no,contact_unknown,month_jun,30,3,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_primary,default_no,1040,housing_no,loan_no,contact_telephone,month_jul,733,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,920,housing_no,loan_no,contact_cellular,month_aug,111,1,105,1,poutcome_success,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,668,housing_yes,loan_no,contact_cellular,month_may,230,6,354,2,poutcome_success,0
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,36,housing_no,loan_no,contact_cellular,month_feb,61,1,193,1,poutcome_failure,0
age_25_or_above,job_housemaid,marital_married,education_primary,default_yes,-972,housing_yes,loan_yes,contact_unknown,month_may,114,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,382,housing_yes,loan_no,contact_unknown,month_may,460,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,-170,housing_yes,loan_yes,contact_unknown,month_may,130,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_unknown,default_no,5172,housing_yes,loan_no,contact_unknown,month_may,57,3,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,1,housing_no,loan_no,contact_cellular,month_aug,190,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,922,housing_yes,loan_no,contact_telephone,month_nov,296,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,3016,housing_yes,loan_no,contact_cellular,month_jul,80,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,0,housing_yes,loan_no,contact_cellular,month_jul,83,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1101,housing_yes,loan_no,contact_telephone,month_nov,43,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,3578,housing_no,loan_no,contact_cellular,month_jan,376,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,0,housing_yes,loan_yes,contact_unknown,month_may,238,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,0,housing_yes,loan_no,contact_cellular,month_jul,90,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,-190,housing_yes,loan_yes,contact_cellular,month_may,299,3,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_married,education_tertiary,default_no,185,housing_no,loan_no,contact_cellular,month_feb,283,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,156,housing_yes,loan_no,contact_unknown,month_jun,174,9,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,503,housing_yes,loan_yes,contact_unknown,month_may,57,2,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,485,housing_no,loan_no,contact_cellular,month_feb,79,2,187,2,poutcome_failure,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,392,housing_yes,loan_no,contact_cellular,month_jan,70,1,245,1,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,625,housing_no,loan_no,contact_cellular,month_may,267,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_primary,default_no,468,housing_no,loan_no,contact_cellular,month_aug,608,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_secondary,default_no,280,housing_yes,loan_no,contact_cellular,month_jun,88,1,95,2,poutcome_success,0
